mq2,Water Level,Methane (ppm),CO2 (ppm),Dates,Time,Methane Alert,CO2 Alert
720,30.1,846.07,1208.66,2022-11-08,07:00:00,False,False
711,81.1,650.64,2727.71,2022-11-08,07:30:00,False,False
775,94.6,8423.99,7795.84,2022-11-08,08:00:00,True,True
864,69.5,2039.26,6669.34,2022-11-08,08:30:00,True,True
959,28.7,3984.35,3309.85,2022-11-08,09:00:00,True,True
841,59.4,2221.13,6012.25,2022-11-08,09:30:00,True,True
754,20.7,6397.92,9293.94,2022-11-08,10:00:00,True,True
740,96.6,3285.76,9758.55,2022-11-08,10:30:00,True,True
767,97.4,9111.53,4658.92,2022-11-08,11:00:00,True,True
802,54.4,3889.9,7272.28,2022-11-08,11:30:00,True,True
740,51.3,8238.08,9331.89,2022-11-08,12:00:00,True,True
860,34.8,3357.27,9695.04,2022-11-08,12:30:00,True,True
890,84.1,7063.81,8215.88,2022-11-08,13:00:00,True,True
837,55.5,9169.56,6118.15,2022-11-08,13:30:00,True,True
799,5.9,5803.18,5934.64,2022-11-08,14:00:00,True,True
853,97.4,9219.77,6655.54,2022-11-08,14:30:00,True,True
747,19.8,6690.37,3702.0,2022-11-08,15:00:00,True,True
783,45.0,7873.84,8218.92,2022-11-08,15:30:00,True,True
746,60.2,3131.78,5176.59,2022-11-08,16:00:00,True,True
736,58.7,3406.07,3878.83,2022-11-08,16:30:00,True,True
764,74.7,4535.74,9208.84,2022-11-08,17:00:00,True,True
755,47.8,4882.56,4493.43,2022-11-08,17:30:00,True,True
754,62.5,4695.82,8571.41,2022-11-08,18:00:00,True,True
494,8.4,88.5,765.61,2022-11-08,18:30:00,False,False
456,74.5,79.56,519.2,2022-11-08,19:00:00,False,False
462,70.3,36.39,656.8,2022-11-08,19:30:00,False,False
472,10.3,27.07,234.74,2022-11-08,20:00:00,False,False
484,52.5,77.65,653.18,2022-11-08,20:30:00,False,False
483,60.2,50.56,441.16,2022-11-08,21:00:00,False,False
483,18.1,97.79,708.7,2022-11-08,21:30:00,False,False
489,41.4,56.78,312.48,2022-11-08,22:00:00,False,False
482,20.7,95.9,332.8,2022-11-08,22:30:00,False,False
479,25.3,31.65,208.99,2022-11-08,23:00:00,False,False
498,19.6,62.12,576.15,2022-11-08,23:30:00,False,False
466,77.4,13.89,317.57,2022-11-09,00:00:00,False,False
473,65.3,36.2,497.14,2022-11-09,00:30:00,False,False
447,40.6,78.69,485.14,2022-11-09,01:00:00,False,False
475,25.9,57.84,676.06,2022-11-09,01:30:00,False,False
478,53.0,22.79,545.92,2022-11-09,02:00:00,False,False
479,94.3,24.25,458.66,2022-11-09,02:30:00,False,False
486,100.0,26.07,345.26,2022-11-09,03:00:00,False,False
471,38.8,21.01,334.01,2022-11-09,03:30:00,False,False
472,7.6,39.63,280.1,2022-11-09,04:00:00,False,False
479,5.8,74.35,473.17,2022-11-09,04:30:00,False,False
470,84.9,66.64,555.43,2022-11-09,05:00:00,False,False
478,70.9,13.6,771.81,2022-11-09,05:30:00,False,False
474,95.8,24.83,252.54,2022-11-09,06:00:00,False,False
471,83.2,61.27,426.26,2022-11-09,06:30:00,False,False
471,23.0,77.88,723.79,2022-11-09,07:00:00,False,False
473,94.6,94.99,790.62,2022-11-09,07:30:00,False,False
446,17.4,18.96,384.69,2022-11-09,08:00:00,False,False
471,96.5,67.08,632.57,2022-11-09,08:30:00,False,False
476,89.7,21.91,512.0,2022-11-09,09:00:00,False,False
475,79.6,17.19,783.44,2022-11-09,09:30:00,False,False
470,65.7,83.41,733.17,2022-11-09,10:00:00,False,False
478,98.8,69.51,201.41,2022-11-09,10:30:00,False,False
461,94.7,45.25,620.57,2022-11-09,11:00:00,False,False
464,61.8,13.75,751.62,2022-11-09,11:30:00,False,False
464,24.5,12.23,759.32,2022-11-09,12:00:00,False,False
449,46.8,63.9,600.19,2022-11-09,12:30:00,False,False
483,22.6,58.41,436.19,2022-11-09,13:00:00,False,False
469,94.6,77.14,459.02,2022-11-09,13:30:00,False,False
528,83.3,28.97,430.14,2022-11-09,14:00:00,False,False
515,94.7,89.19,501.05,2022-11-09,14:30:00,False,False
482,14.1,95.07,591.24,2022-11-09,15:00:00,False,False
523,16.3,53.37,307.11,2022-11-09,15:30:00,False,False
548,5.3,70.47,697.47,2022-11-09,16:00:00,False,False
498,19.7,80.23,649.44,2022-11-09,16:30:00,False,False
540,55.1,78.95,318.0,2022-11-09,17:00:00,False,False
538,78.2,64.06,549.19,2022-11-09,17:30:00,False,False
544,53.8,80.32,604.68,2022-11-09,18:00:00,False,False
539,75.8,55.56,695.2,2022-11-09,18:30:00,False,False
530,39.5,78.08,759.7,2022-11-09,19:00:00,False,False
500,95.3,61.7,317.3,2022-11-09,19:30:00,False,False
534,90.9,60.23,665.45,2022-11-09,20:00:00,False,False
538,54.7,97.7,267.41,2022-11-09,20:30:00,False,False
554,10.9,915.76,2976.21,2022-11-09,21:00:00,False,False
559,65.2,734.29,1236.26,2022-11-09,21:30:00,False,False
546,97.9,62.21,731.55,2022-11-09,22:00:00,False,False
551,10.0,214.67,1374.18,2022-11-09,22:30:00,False,False
564,84.1,415.02,1020.36,2022-11-09,23:00:00,False,False
565,96.7,649.4,2204.02,2022-11-09,23:30:00,False,False
571,68.4,858.42,1197.69,2022-11-10,00:00:00,False,False
553,78.4,460.01,1795.04,2022-11-10,00:30:00,False,False
567,7.3,183.41,2785.82,2022-11-10,01:00:00,False,False
572,24.1,113.35,2748.09,2022-11-10,01:30:00,False,False
595,73.9,163.34,2705.47,2022-11-10,02:00:00,False,False
602,68.2,628.69,2074.28,2022-11-10,02:30:00,False,False
608,49.4,670.38,1651.1,2022-11-10,03:00:00,False,False
581,91.0,521.94,1042.02,2022-11-10,03:30:00,False,False
590,5.5,879.02,2481.88,2022-11-10,04:00:00,False,False
529,98.6,91.7,479.14,2022-11-10,04:30:00,False,False
533,37.8,13.41,737.53,2022-11-10,05:00:00,False,False
527,37.2,55.13,739.72,2022-11-10,05:30:00,False,False
533,80.8,65.53,649.97,2022-11-10,06:00:00,False,False
513,55.6,53.49,725.92,2022-11-10,06:30:00,False,False
532,17.1,19.01,724.69,2022-11-10,07:00:00,False,False
826,87.7,7073.97,9804.68,2022-11-10,07:30:00,True,True
821,22.5,3720.04,8470.53,2022-11-10,08:00:00,True,True
832,9.0,1466.6,6129.08,2022-11-10,08:30:00,True,True
840,32.0,2052.29,5099.21,2022-11-10,09:00:00,True,True
840,73.9,1483.21,6020.81,2022-11-10,09:30:00,True,True
